gene,product,location
N/A,hypothetical protein,[2082792:2083083](-)
lipB,Lipoyl(octanoyl) transferase,[2083141:2083846](-)
N/A,hypothetical protein,[2083922:2084711](+)
N/A,hypothetical protein,[2084692:2085292](-)
cpoX,Coproporphyrinogen oxidase,[2085296:2086160](-)
trmL,tRNA (cytidine(34)-2'-O)-methyltransferase,[2086156:2086615](-)
rip1,Quinol--cytochrome-c reductase,[2086824:2087391](+)
N/A,Cytochrome b,[2087402:2088722](+)
N/A,Cytochrome c1,[2088739:2089588](+)
aprT,Adenine phosphoribosyltransferase,[2089671:2090208](+)
mtnN,Adenosylhomocysteine nucleosidase,[2090219:2090864](+)
N/A,hypothetical protein,[2091027:2091207](+)
N/A,O-antigen biosynthesis protein RfbC,[2093279:2094905](+)
N/A,hypothetical protein,[2094901:2095735](+)
N/A,hypothetical protein,[2095741:2096698](+)
N/A,hypothetical protein,[2096865:2100501](+)
N/A,hypothetical protein,[2100716:2101631](+)
N/A,hypothetical protein,[2101939:2102161](-)
N/A,uncharacterized protein,[2102160:2103786](-)
N/A,uncharacterized protein,[2103845:2104139](-)
N/A,uncharacterized protein,[2104189:2104519](-)
N/A,uncharacterized protein,[2104889:2105267](+)
N/A,hypothetical protein,[2105373:2105517](-)
N/A,hypothetical protein,[2105892:2106705](-)
N/A,3-deoxy-7-phosphoheptulonate synthase,[2107051:2108416](+)
iolG,Inositol 2-dehydrogenase,[2108712:2109777](+)
N/A,hypothetical protein,[2109877:2110945](+)
N/A,"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase",[2111012:2112149](+)
N/A,hypothetical protein,[2112163:2112808](-)
N/A,hypothetical protein,[2113069:2113696](+)
N/A,Transposase for insertion sequence element IS1111A,[2113890:2114541](-)
N/A,Insertion element IS476 uncharacterized 39.2 kDa protein,[2115007:2115322](+)
N/A,uncharacterized protein,[2115493:2116009](-)
N/A,Serralysin,[2116097:2118260](-)
N/A,hypothetical protein,[2118850:2119027](+)
N/A,Transposase InsH for insertion sequence element IS5R,[2119539:2119974](-)
N/A,Lipoprotein-releasing system ATP-binding protein LolD,[2122473:2123121](-)
N/A,Capsule polysaccharide export inner-membrane protein BexB,[2123117:2123891](-)
N/A,Capsule polysaccharide export inner-membrane protein BexC,[2123917:2125198](-)
N/A,Capsule polysaccharide export outer membrane protein CtrA,[2125260:2126403](+)
rfbC,"dTDP-4-dehydrorhamnose 3,5-epimerase",[2126458:2127022](+)
rfbB,"dTDP-glucose 4,6-dehydratase",[2127026:2128094](+)
rfbD,dTDP-4-dehydrorhamnose reductase,[2128090:2128984](+)
rfbA,Glucose-1-phosphate thymidylyltransferase,[2129005:2129875](+)
N/A,hypothetical protein,[2130627:2130975](-)
N/A,hypothetical protein,[2131157:2131436](+)
N/A,Prophage DLP12 integrase,[2131536:2132574](-)
N/A,hypothetical protein,[2132859:2133447](-)
N/A,DNA primase TraC,[2134035:2134953](+)
N/A,hypothetical protein,[2134949:2135168](+)
N/A,hypothetical protein,[2135251:2136166](+)
N/A,hypothetical protein,[2136162:2136558](-)
N/A,hypothetical protein,[2137024:2137375](+)
N/A,Coupling protein TraD,[2137371:2139342](+)
N/A,hypothetical protein,[2139371:2139617](+)
N/A,hypothetical protein,[2140656:2141490](-)
gmdS,"GDP-mannose 4,6-dehydratase",[2142269:2143424](+)
N/A,hypothetical protein,[2143407:2144949](+)
N/A,hypothetical protein,[2144960:2146007](+)
N/A,"GDP-mannose 4,6-dehydratase",[2146014:2146986](+)
N/A,C-methyltransferase NovU,[2146989:2148231](+)
alg5,Dolichyl-phosphate beta-glucosyltransferase,[2148406:2149708](+)
N/A,hypothetical protein,[2149691:2150636](+)
N/A,hypothetical protein,[2150710:2152489](-)
N/A,hypothetical protein,[2152560:2152653](-)
N/A,hypothetical protein,[2152768:2154337](+)
N/A,hypothetical protein,[2154310:2155036](-)
N/A,Dolichyl-phosphate beta-D-mannosyltransferase,[2155008:2156025](-)
N/A,hypothetical protein,[2156142:2157672](+)
N/A,hypothetical protein,[2158164:2158401](+)
N/A,Prophage DLP12 integrase,[2158908:2159946](-)
N/A,C4-dicarboxylate transport protein,[2160653:2161988](+)
N/A,Transcriptional activator protein CopR,[2161993:2162371](-)
N/A,N-formylglutamate deformylase,[2162519:2163413](+)
N/A,L-fucose-proton symporter,[2163479:2164784](-)
N/A,Aldose 1-epimerase,[2164885:2166043](+)
araB,L-arabinonolactonase,[2166047:2166905](+)
N/A,Catabolite control protein,[2166910:2167900](-)
N/A,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,[2168171:2168831](-)
N/A,Two-component system protein,[2169047:2171714](+)
N/A,Galactonate operon transcriptional repressor,[2171755:2172502](-)
N/A,Dihydroxy-acid dehydratase,[2172601:2174404](-)
dgoK,2-dehydro-3-deoxygalactonokinase,[2174542:2175445](+)
dgoA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,[2175441:2176068](+)
N/A,Blue-light-activated protein,[2176222:2178256](-)
N/A,Heme A synthase,[2178397:2179444](+)
N/A,Divalent-cation tolerance protein CutA,[2179440:2179761](+)
N/A,50S ribosomal protein L13,[2179892:2180372](+)
N/A,30S ribosomal protein S9,[2180371:2180899](+)
N/A,UPF0337 protein,[2181042:2181225](+)
N/A,Na(+)-linked D-alanine glycine permease,[2181274:2182681](-)
glmM,Phosphoglucosamine mutase,[2182770:2184111](+)
N/A,uncharacterized protein,[2184216:2184441](+)
thiD,Hydroxymethylpyrimidine kinase,[2184437:2185199](+)
rnhB,Ribonuclease H,[2185191:2185791](+)
N/A,hypothetical protein,[2185870:2186560](+)
ahpF,Alkyl hydroperoxide reductase subunit,[2187225:2188809](-)
N/A,Peroxiredoxin,[2188975:2189539](-)
N/A,HTH-type transcriptional regulator BetI,[2189645:2190386](-)
N/A,hypothetical protein,[2190456:2190801](-)
ccrM,Site-specific DNA-methyltransferase (adenine-specific),[2191088:2192213](+)
folP,Dihydropteroate synthase,[2192309:2193437](+)
N/A,hypothetical protein,[2193456:2194086](-)
N/A,Response regulator MprA,[2194174:2195623](-)
N/A,hypothetical protein,[2195796:2195904](+)
N/A,NAD(P)(+) transhydrogenase (Re/Si-specific),[2195929:2197048](+)
N/A,NAD(P)(+) transhydrogenase (Re/Si-specific),[2197185:2197467](+)
pntB,NAD(P)(+) transhydrogenase (Re/Si-specific),[2197463:2198117](+)
N/A,Aspartate racemase,[2198174:2198867](+)
N/A,hypothetical protein,[2198949:2199939](-)
N/A,hypothetical protein,[2199955:2200951](-)
N/A,hypothetical protein,[2201009:2202293](-)
N/A,hypothetical protein,[2202295:2202937](-)
N/A,uncharacterized protein,[2202954:2204475](-)
N/A,hypothetical protein,[2204476:2205493](-)
cpaA,Prepilin peptidase,[2205543:2206017](-)
pldB,Lysophospholipase,[2206066:2207023](+)
N/A,Sarcosine oxidase,[2207019:2208123](+)
N/A,hypothetical protein,[2208361:2208778](+)
rnhA,Ribonuclease H,[2208814:2209261](-)
N/A,Homoserine kinase,[2209334:2210309](-)
ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,[2210313:2211261](-)
N/A,hypothetical protein,[2211415:2212024](+)
rarS,Arginine--tRNA ligase,[2212183:2213911](+)
N/A,hypothetical protein,[2213931:2214642](+)
nagZ,Beta-N-acetylhexosaminidase,[2214752:2215766](+)
N/A,Segregation and condensation protein,[2215833:2216616](+)
N/A,Segregation and condensation protein,[2216612:2217206](+)
N/A,Sec-independent protein translocase protein TatA,[2217235:2217475](+)
N/A,Sec-independent protein translocase protein TatB,[2217505:2217937](+)
N/A,Sec-independent protein translocase protein TatC,[2217933:2218719](+)
N/A,hypothetical protein,[2218772:2218901](-)
N/A,N-acetylmuramoyl-L-alanine amidase,[2219242:2220202](-)
N/A,Cysteine synthase,[2220333:2221329](+)
N/A,hypothetical protein,[2221370:2221676](+)
N/A,hypothetical protein,[2221697:2222918](+)
N/A,hypothetical protein,[2223119:2223617](+)
mraW,16S rRNA (cytosine(1402)-N(4))-methyltransferase,[2223613:2224573](+)
N/A,hypothetical protein,[2224569:2225220](+)
N/A,Peptidoglycan synthase FtsI,[2225219:2226932](+)
murE,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",[2226933:2228376](+)
murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,[2228372:2229749](+)
mraY,Phospho-N-acetylmuramoyl-pentapeptide- transferase,[2229748:2230822](+)
murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,[2230827:2232189](+)
N/A,Putative lipid II flippase FtsW,[2232219:2233422](+)
murG,Undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,[2233418:2234585](+)
murC,UDP-N-acetylmuramate--L-alanine ligase,[2234581:2236003](+)
murB,UDP-N-acetylmuramate dehydrogenase,[2236040:2236943](+)
N/A,D-alanine--D-alanine ligase,[2237061:2238021](+)
N/A,Cell division protein FtsQ,[2238013:2238952](+)
N/A,Cell division protein FtsA,[2238956:2240243](+)
N/A,Cell division protein FtsZ,[2240353:2241811](+)
N/A,DNA-directed DNA polymerase,[2241930:2243634](+)
N/A,dGTPase,[2243643:2244801](+)
N/A,hypothetical protein,[2244846:2245140](+)
gcvT,Aminomethyltransferase,[2245482:2246634](+)
N/A,Glycine cleavage system H protein,[2246658:2247030](+)
N/A,Glycine dehydrogenase (aminomethyl-transferring),[2247151:2248510](+)
N/A,Glycine dehydrogenase (aminomethyl-transferring),[2248506:2250078](+)
N/A,UPF0585 protein C16orf13 like protein,[2250074:2250722](+)
N/A,hypothetical protein,[2250853:2251729](+)
dctB,Histidine kinase,[2251685:2253677](-)
N/A,8-amino-7-oxononanoate synthase,[2253800:2255063](-)
N/A,hypothetical protein,[2255199:2255487](-)
N/A,NADH:ubiquinone reductase (H(+)-translocating),[2255560:2255881](-)
hrpB,RNA helicase,[2255898:2258367](-)
N/A,UPF0721 transmembrane protein ORF9,[2258425:2259205](-)
ispB,All-trans-octaprenyl-diphosphate synthase,[2259259:2260300](-)
N/A,Chorismate mutase,[2260389:2260668](+)
N/A,hypothetical protein,[2260724:2261615](-)
N/A,Heme exporter protein,[2261611:2262259](-)
N/A,Cytochrome c bioproteinis ATP-binding export protein CcmA,[2262255:2262858](-)
N/A,Acetylglutamate kinase,[2262854:2263262](-)
pcbD,4a-hydroxytetrahydrobiopterin dehydratase,[2263302:2263596](+)
N/A,hypothetical protein,[2263605:2264070](-)
N/A,hypothetical protein,[2264035:2266429](-)
N/A,hypothetical protein,[2266625:2267321](-)
N/A,hypothetical protein,[2267317:2267458](-)
N/A,DNA repair protein RadA like protein,[2267533:2268901](+)
N/A,hypothetical protein,[2268911:2269421](+)
N/A,NADH:ubiquinone reductase (H(+)-translocating),[2269422:2270337](-)
proB,Glutamate 5-kinase,[2270343:2271534](-)
N/A,GTPase Obg,[2271499:2272591](-)
N/A,hypothetical protein,[2272706:2273282](-)
N/A,50S ribosomal protein L27,[2273556:2273826](-)
N/A,50S ribosomal protein L21,[2273856:2274153](-)
N/A,hypothetical protein,[2274791:2274911](+)
N/A,Inner membrane protein,[2274966:2276601](+)
deaD,RNA helicase,[2276660:2278409](-)
N/A,50S ribosomal protein L1,[2278661:2279360](-)
N/A,50S ribosomal protein L11,[2279364:2279796](-)
N/A,Transcription termination/antitermination protein NusG,[2280048:2280585](-)
N/A,hypothetical protein,[2280606:2280813](-)
ura4,Dihydroorotase,[2281114:2282338](-)
pyrB,Aspartate carbamoyltransferase,[2282334:2283330](-)
N/A,hypothetical protein,[2283411:2283843](+)
N/A,hypothetical protein,[2283832:2284534](-)
N/A,hypothetical protein,[2284599:2285514](-)
N/A,hypothetical protein,[2285572:2286412](-)
N/A,Bacteriophage N4 adsorption protein,[2286659:2288045](-)
N/A,hypothetical protein,[2288318:2288498](+)
N/A,hypothetical protein,[2288511:2288910](-)
N/A,hypothetical protein,[2288972:2289305](+)
sucC,Succinate--CoA ligase (ADP-forming),[2289447:2290647](+)
N/A,"Electron transfer flavoprotein subunit beta, mitochondrial",[2290758:2291508](+)
N/A,Electron transfer flavoprotein subunit alpha,[2291504:2292437](+)
N/A,hypothetical protein,[2293123:2293360](-)
N/A,hypothetical protein,[2293497:2293698](-)
N/A,Cold shock-like protein CspA,[2293774:2293987](-)
N/A,hypothetical protein,[2294178:2295207](-)
N/A,hypothetical protein,[2295366:2296677](-)
N/A,hypothetical protein,[2296673:2297477](-)
N/A,UvrABC system protein,[2297504:2300420](-)
N/A,hypothetical protein,[2300878:2301226](+)
N/A,hypothetical protein,[2301553:2301787](+)
N/A,hypothetical protein,[2301882:2302131](+)
N/A,hypothetical protein,[2302171:2302531](+)
N/A,hypothetical protein,[2302877:2303426](+)
N/A,Photoactivated adenylate cyclase subunit beta,[2303578:2303995](-)
N/A,hypothetical protein,[2304244:2304814](+)
N/A,C4-dicarboxylate transport transcriptional regulatory protein DctD,[2304882:2305506](+)
N/A,putative oxidoreductase YhdF,[2305642:2306497](-)
putA,Proline dehydrogenase,[2306611:2310223](+)
N/A,Thioredoxin-disulfide reductase,[2310529:2311453](+)
N/A,Glycerophosphodiester phosphodiesterase,[2311445:2315183](-)
trmB,tRNA (guanine(46)-N(7))-methyltransferase,[2315462:2316158](-)
N/A,hypothetical protein,[2316336:2316516](-)
metK,Methionine adenosyltransferase,[2316733:2317939](-)
N/A,Apolipoprotein N-acyltransferase,[2317998:2319636](-)
N/A,Undecaprenyl-diphosphate phosphatase,[2319602:2320238](-)
N/A,hypothetical protein,[2320356:2320599](+)
N/A,hypothetical protein,[2320727:2321441](+)
N/A,Glutathione transferase,[2321505:2322153](+)
N/A,hypothetical protein,[2322294:2322870](+)
yjaB,putative N-acetyltransferase YjaB,[2323234:2323684](-)
N/A,hypothetical protein,[2323769:2325104](+)
N/A,hypothetical protein,[2325165:2325504](+)
N/A,uncharacterized protein,[2325607:2326768](+)
N/A,hypothetical protein,[2326757:2327078](+)
N/A,hypothetical protein,[2327074:2327473](+)
N/A,hypothetical protein,[2327633:2328749](+)
N/A,hypothetical protein,[2328866:2329412](+)
N/A,hypothetical protein,[2329408:2329660](+)
N/A,hypothetical protein,[2329601:2330000](+)
N/A,hypothetical protein,[2330218:2330548](-)
N/A,hypothetical protein,[2330603:2331011](+)
N/A,hypothetical protein,[2331007:2331322](+)
N/A,hypothetical protein,[2331318:2331513](+)
N/A,hypothetical protein,[2331602:2332154](+)
N/A,hypothetical protein,[2332150:2334481](+)
N/A,hypothetical protein,[2334477:2335293](+)
N/A,hypothetical protein,[2335289:2335712](+)
N/A,hypothetical protein,[2337918:2338299](+)
N/A,Formin-like protein,[2338491:2339688](+)
sod1,Superoxide dismutase,[2339913:2340471](+)
ligT,"RNA 2',3'-cyclic phosphodiesterase",[2340492:2341089](-)
N/A,uncharacterized protein,[2341159:2341894](+)
N/A,Glutathione transferase,[2341953:2342586](-)
N/A,ClpA like protein,[2342860:2345179](-)
N/A,NADPH:quinone reductase,[2345634:2346654](+)
N/A,hypothetical protein,[2346738:2347602](+)
N/A,GDP-mannose-dependent alpha-mannosyltransferase,[2347601:2348630](+)
N/A,hypothetical protein,[2348729:2349428](+)
N/A,Long-chain-fatty-acid--CoA ligase,[2349610:2351317](+)
N/A,Peptide-methionine (S)-S-oxide reductase,[2351360:2351894](+)
N/A,hypothetical protein,[2352052:2352319](+)
tsaC,L-threonylcarbamoyladenylate synthase,[2352346:2353303](-)
N/A,hypothetical protein,[2353412:2354231](+)
N/A,L-sorbosone dehydrogenase,[2354245:2355574](-)
N/A,hypothetical protein,[2355616:2355790](-)
N/A,hypothetical protein,[2356013:2356223](+)
argC,N-acetyl-gamma-glutamyl-phosphate reductase,[2356369:2357314](-)
N/A,hypothetical protein,[2357310:2358219](-)
N/A,hypothetical protein,[2358178:2358604](-)
N/A,Leucyl aminopeptidase,[2358648:2360046](-)
N/A,hypothetical protein,[2360186:2360387](+)
N/A,hypothetical protein,[2360386:2361235](+)
rimO,[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase,[2361207:2362581](-)
N/A,putative potassium channel protein,[2362634:2363630](-)
surE,5'-nucleotidase,[2363712:2364477](-)
sarS,Serine--tRNA ligase,[2364598:2365876](-)
N/A,hypothetical protein,[2365968:2366409](+)
N/A,hypothetical protein,[2366765:2367251](+)
N/A,RNA polymerase-binding transcription factor DksA,[2367814:2368279](+)
N/A,hypothetical protein,[2368318:2368702](+)
N/A,hypothetical protein,[2368835:2368991](-)
N/A,hypothetical protein,[2369180:2369360](+)
N/A,hypothetical protein,[2369479:2369959](+)
N/A,Translocation and assembly module TamA,[2370035:2372084](+)
N/A,hypothetical protein,[2372083:2376262](+)
N/A,hypothetical protein,[2376364:2377030](+)
pyrF,Orotidine-5'-phosphate decarboxylase,[2377076:2377751](-)
N/A,hypothetical protein,[2377747:2378083](-)
N/A,Non-like proteinous end joining protein Ku,[2378220:2379099](+)
N/A,DNA ligase (ATP),[2379102:2381595](+)
N/A,hypothetical protein,[2381653:2381839](+)
N/A,hypothetical protein,[2381926:2382307](-)
purB,Adenylosuccinate lyase,[2382579:2383896](+)
N/A,hypothetical protein,[2384254:2384554](-)
thyA,Thymidylate synthase,[2384676:2385681](+)
N/A,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),[2385786:2387145](+)
N/A,hypothetical protein,[2387222:2387354](+)
bkdA,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),[2387350:2388385](+)
bkdB,Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase,[2388487:2389804](+)
N/A,hypothetical protein,[2389910:2390378](-)
N/A,UPF0118 inner membrane protein YhhT,[2390509:2391694](+)
N/A,hypothetical protein,[2391960:2392200](-)
N/A,5-formyltetrahydrofolate cyclo-ligase,[2392196:2392775](-)
N/A,hypothetical protein,[2393062:2393398](-)
tktA,Transketolase,[2393663:2395733](+)
gapA,Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),[2395764:2396775](+)
N/A,Phosphoglycerate kinase,[2396913:2398119](+)
aldO,Fructose-bisphosphate aldolase,[2398213:2399110](+)
N/A,Gentamicin 3-N-acetyltransferase,[2399117:2399594](+)
N/A,UPF0759 protein,[2399590:2400343](-)
N/A,Thiamine phosphate synthase,[2400381:2401074](+)
N/A,"Putative L,D-transpeptidase YkuD",[2401184:2402285](+)
N/A,hypothetical protein,[2402281:2402863](+)
N/A,Elongation factor,[2402945:2403509](+)
N/A,Inositol-phosphate phosphatase,[2403652:2404465](+)
nuoA,NADH:ubiquinone reductase (H(+)-translocating),[2404590:2404965](+)
nuoB,NADH:ubiquinone reductase (H(+)-translocating),[2404955:2405510](+)
nuoC,NADH:ubiquinone reductase (H(+)-translocating),[2405511:2406411](+)
nuoD,NADH:ubiquinone reductase (H(+)-translocating),[2406410:2407646](+)
N/A,NADH:ubiquinone reductase (H(+)-translocating),[2407645:2408329](+)
nuoF,NADH:ubiquinone reductase (H(+)-translocating),[2408325:2409636](+)
nuoG,NADH:ubiquinone reductase (H(+)-translocating),[2409638:2411645](+)
nuoH,NADH:ubiquinone reductase (H(+)-translocating),[2411641:2412691](+)
nuoI,NADH:ubiquinone reductase (H(+)-translocating),[2412687:2413173](+)
nuoJ,NADH:ubiquinone reductase (H(+)-translocating),[2413360:2413972](+)
nuoK,NADH:ubiquinone reductase (H(+)-translocating),[2413968:2414274](+)
nuoL,NADH:ubiquinone reductase (H(+)-translocating),[2414281:2416327](+)
nuoM,NADH:ubiquinone reductase (H(+)-translocating),[2416326:2417883](+)
nuoN,NADH:ubiquinone reductase (H(+)-translocating),[2417882:2419319](+)
birA,Biotin--[acetyl-CoA-carboxylase] ligase,[2419441:2420023](+)
coaX,Pantothenate kinase,[2420040:2420820](+)
N/A,Ribonuclease J2,[2420819:2422457](+)
N/A,hypothetical protein,[2422468:2422729](+)
N/A,Transcriptional regulatory protein DevR (DosR),[2422811:2423468](-)
narX,Histidine kinase,[2423464:2425174](-)
N/A,DNA repair protein RecO,[2425305:2426040](+)
leuB,3-isopropylmalate dehydrogenase,[2426090:2427137](+)
metZ,O-succinylhomoserine sulfhydrylase,[2427147:2428356](+)
N/A,Protein ApaG,[2428352:2428787](+)
N/A,HTH-type transcriptional activator AmpR,[2428783:2429575](+)
N/A,hypothetical protein,[2429612:2430176](+)
N/A,hypothetical protein,[2430855:2439510](+)
N/A,Outer membrane protein,[2439565:2440273](+)
N/A,hypothetical protein,[2440287:2441682](+)
N/A,Type I secretion system ATP-binding protein PrsD,[2441735:2443895](+)
N/A,N-acetylmuramoyl-L-alanine amidase,[2443891:2444878](+)
N/A,Proteases secretion protein PrtE,[2444874:2446149](+)
N/A,hypothetical protein,[2446212:2447256](-)
N/A,DNA topoisomerase (ATP-hydrolyzing),[2447335:2449309](-)
N/A,hypothetical protein,[2449426:2450107](-)
N/A,Inner membrane transport permease,[2450223:2451072](+)
N/A,hypothetical protein,[2451110:2451236](-)
N/A,UDP-glucose 6-dehydrogenase,[2451235:2452552](-)
wecB,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),[2452713:2453859](+)
N/A,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),[2454011:2455307](+)
N/A,hypothetical protein,[2455432:2456143](+)
N/A,Succinoglycan biosynthesis transport protein ExoP,[2456220:2458257](+)
N/A,hypothetical protein,[2458640:2461313](-)
N/A,hypothetical protein,[2461392:2461695](+)
N/A,hypothetical protein,[2461773:2462940](+)
N/A,hypothetical protein,[2462986:2464081](+)
pleC,Histidine kinase,[2464080:2465463](+)
gltA,Citrate (Si)-synthase,[2465527:2466814](-)
earS,Glutamate--tRNA ligase,[2466824:2468288](-)
N/A,Competence protein ComA,[2468303:2470469](+)
lexA,Repressor LexA,[2470459:2471131](-)
N/A,hypothetical protein,[2471283:2471439](+)
moeA,Molybdopterin molybdotransferase,[2471488:2472673](-)
moaC,Cyclic pyranopterin phosphate synthase,[2472669:2473140](-)
trpC,Indole-3-glycerol-phosphate synthase,[2473136:2473928](-)
trpD,Anthranilate phosphoribosyltransferase,[2473924:2474917](-)
pabA,Aminodeoxychorismate synthase,[2475013:2475604](-)
N/A,hypothetical protein,[2475720:2476122](+)
N/A,hypothetical protein,[2476084:2476213](+)
N/A,DNA nickase,[2476190:2476703](+)
ygiF,Triphosphatase,[2477630:2479097](+)
N/A,Procollagen-proline dioxygenase,[2479100:2479748](-)
N/A,hypothetical protein,[2479914:2480739](+)
N/A,Type II secretion system protein,[2480735:2482913](+)
N/A,Type II secretion system protein E,[2482982:2484527](+)
N/A,Type II secretion system protein,[2484519:2485737](+)
N/A,Type II secretion system protein,[2485746:2486325](+)
N/A,hypothetical protein,[2486386:2486806](+)
N/A,Type II secretion system protein,[2486861:2487188](+)
N/A,Type II secretion system protein,[2487184:2487928](+)
N/A,Type II secretion system protein K,[2487920:2488910](+)
N/A,hypothetical protein,[2488906:2490016](+)
N/A,hypothetical protein,[2490015:2490501](+)
N/A,hypothetical protein,[2490500:2491220](+)
pilD,Type 4 prepilin-like protein leader peptide-processing enzyme,[2491216:2491966](+)
N/A,hypothetical protein,[2492348:2493233](-)
glcD,(S)-2-hydroxy-acid oxidase,[2493269:2494709](-)
N/A,hypothetical protein,[2494720:2495221](+)
N/A,RNA helicase,[2495345:2496692](+)
N/A,UPF0758 protein,[2496740:2497436](-)
N/A,hypothetical protein,[2497567:2500789](+)
N/A,hypothetical protein,[2500785:2500974](+)
N/A,hypothetical protein,[2500970:2501372](+)
N/A,hypothetical protein,[2501547:2501871](+)
N/A,ATP synthase subunit,[2501917:2502703](+)
N/A,ATP synthase subunit,[2502755:2502983](+)
N/A,ATP synthase subunit b,[2503068:2503563](+)
N/A,ATP synthase subunit,[2503555:2504170](+)
N/A,UvrABC system protein,[2504357:2506274](+)
N/A,hypothetical protein,[2506763:2508341](+)
N/A,hypothetical protein,[2508592:2509375](+)
N/A,hypothetical protein,[2510040:2510238](+)
N/A,hypothetical protein,[2510259:2510457](+)
N/A,hypothetical protein,[2510520:2511444](+)
N/A,uncharacterized protein,[2511430:2512924](+)
N/A,hypothetical protein,[2512938:2513214](+)
N/A,hypothetical protein,[2513233:2514790](+)
N/A,hypothetical protein,[2514795:2515305](+)
N/A,hypothetical protein,[2515301:2515937](+)
N/A,hypothetical protein,[2515948:2517169](+)
N/A,Putative conjugal transfer protein,[2517168:2518530](+)
N/A,hypothetical protein,[2518526:2519531](+)
N/A,hypothetical protein,[2519535:2520507](+)
N/A,hypothetical protein,[2520543:2521386](+)
N/A,hypothetical protein,[2521382:2522210](+)
N/A,Prepilin peptidase,[2522206:2522728](+)
N/A,hypothetical protein,[2522790:2523813](-)
N/A,Vitamin B12 transporter BtuB,[2524035:2525142](-)
N/A,Phosphoribosylformylglycinamidine synthase,[2525363:2526038](-)
N/A,Phosphoribosylformylglycinamidine synthase,[2526041:2526275](-)
N/A,hypothetical protein,[2526402:2526552](+)
N/A,hypothetical protein,[2526603:2527356](+)
purC,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,[2527422:2528205](-)
N/A,hypothetical protein,[2528342:2528483](-)
otsA,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",[2528520:2529930](-)
N/A,"Glucan 1,4-alpha-glucosidase",[2529926:2531777](-)
otsB,Trehalose-phosphatase,[2531804:2532569](-)
parC,DNA topoisomerase 4 subunit,[2532696:2534985](+)
N/A,Cyclic-guanylate-specific phosphodiesterase,[2535069:2536821](+)
pcnB,Polynucleotide adenylyltransferase,[2536784:2537996](-)
N/A,putative Nudix hydrolase NudL,[2537976:2538588](-)
N/A,hypothetical protein,[2538584:2539253](-)
N/A,hypothetical protein,[2539194:2539713](-)
folB,Dihydroneopterin aldolase,[2539824:2540208](+)
N/A,Gibberellin-44 dioxygenase,[2540218:2541163](-)
N/A,hypothetical protein,[2541240:2541648](+)
N/A,hypothetical protein,[2541784:2542069](+)
N/A,hypothetical protein,[2542132:2542435](-)
N/A,hypothetical protein,[2542555:2543017](+)
N/A,Phosphatidylethanolamine N-methyltransferase,[2543115:2543745](+)
N/A,Manganese transport system ATP-binding protein MntA,[2543808:2544741](+)
N/A,Inner membrane transport permease,[2544737:2545511](+)
N/A,hypothetical protein,[2545547:2545868](-)
N/A,putative multidrug resistance protein NorM,[2545953:2547330](-)
N/A,Inner membrane protein YedI,[2547392:2548322](-)
N/A,hypothetical protein,[2548424:2548670](-)
N/A,hypothetical protein,[2548666:2548999](-)
N/A,hypothetical protein,[2549122:2549428](+)
qpcT,Glutaminyl-peptide cyclotransferase,[2549433:2550291](-)
N/A,"Putative transferase CAF17, mitochondrial",[2550287:2551025](-)
dpyS,Dihydropyrimidinase,[2551160:2552492](+)
N/A,Protein RarD,[2552580:2553366](-)
N/A,hypothetical protein,[2553479:2553701](-)
N/A,hypothetical protein,[2553856:2554585](+)
N/A,Putative fluoride ion transporter CrcB,[2554646:2555030](+)
rluC,23S rRNA pseudouridine(955/2504/2580) synthase,[2555026:2556355](+)
N/A,Phosphoglycolate phosphatase,[2556351:2557011](+)
N/A,hypothetical protein,[2557007:2557262](+)
N/A,ATP synthase mitochondrial F1 complex assembly factor,[2557258:2557954](+)
N/A,hypothetical protein,[2557991:2558672](-)
N/A,hypothetical protein,[2558762:2559056](-)
N/A,"putative L,D-transpeptidase YcbB",[2559063:2560518](-)
N/A,Histone deacetylase,[2560572:2561481](+)
N/A,hypothetical protein,[2561477:2562050](-)
hisE,Phosphoribosyl-ATP diphosphatase,[2562117:2562438](-)
hisF,Imidazole glycerol phosphate synthase subunit HisF,[2562473:2563238](-)
hisA,1-(5-phosphoribosyl)-5-((5- phosphoribosylamino)methylideneamino)imidazole-4- carboxamideisomerase,[2563341:2564079](-)
